0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
1,0.8504459647,0.5821851336,0.2985080534,0.0946533018,0.0146430003,0.0400489262,0.1129396108,0.1747052903,0.1958275544,0.1815913306,0.1563763124,0.141713033,0.1434382177,0.1534380434,0.1603952377,0.1594591574,0.1543485305,0.152539059,0.1589117097,0.1728147908,0.1896470472,0.2045625208,0.2151855003,0.2219622181,0.2268770593,0.232023249,0.2388652344,0.2480714546,0.2594983634,0.2722605905,0.2851415435,0.2974004711,0.3095244665,0.3232572623,0.3406428649,0.3625732695,0.3877961436,0.4131115847,0.4347294887,0.4500338647,0.458779681,0.4630839544,0.4661859154,0.4705268532,0.4760503115,0.4796384027,0.4761983999,0.4611312705,0.4330427092,0.3951225833,0.3540849765,0.3169055013,0.2871031386,0.262923349,0.2388347382,0.2096482225,0.1746562978,0.1389017495,0.1104494001,0.095297257,0.0933750012,0.0984834838,0.1022870198,0.0995434435,0.0908854597,0.0813673169,0.0761946048,0.0770384439,0.081573408,0.0861079269,0.0887597154,0.090524851,0.093687234,0.0993298371,0.1062332384,0.1119268789,0.1146711738,0.1145185738,0.1127288662,0.1104429171,0.1080486513,0.1056983874,0.1040712426,0.1041860546,0.1061851115,0.1083653192,0.1078431831,0.1028099787,0.0946338485,0.0877680142,0.0870113527,0.0939051538,0.1050198055,0.1136614351,0.1140089778,0.1048556307,0.0903901357,0.0775551346,0.0718417789,0.0742748496,0.0813333239,0.0875231774,0.0887332528,0.0843235898,0.0769992134,0.0709638691,0.069656441,0.0742306792,0.0832406789,0.0980598022,0.091920253,0.0830645555,0.0750783563,0.0714652894,0.073532937,0.0796915394,0.0866435623,0.0915527648,0.0936745545,0.0944995993,0.0966072357,0.1021698343,0.1119226012,0.1247782282,0.1378674365,0.1469727743,0.147683024,0.1374038795,0.1174482822,0.0935900975,0.0738371199,0.0640469569,0.0641514868,0.0681715339,0.0688537674,0.0639121617,0.0586135596,0.0613941327,0.0748073231,0.0893227394,0.0874264384,0.0585653837,0.0157844057,0,0.0632531925,0.2363077223,0.4995078341,0.7781986087,0.9712253234,1
1,0.9056396865,0.6730986944,0.3984318736,0.1810409999,0.075791734,0.0747610833,0.1255211483,0.1699629966,0.1773967781,0.1534530697,0.1247336813,0.1144833094,0.1270883884,0.1495051205,0.1645994128,0.1644190812,0.1541313076,0.145877635,0.1489889499,0.1641204071,0.1844461074,0.2014545527,0.2103523008,0.2116840145,0.2093280225,0.2074442316,0.2087588438,0.2146383113,0.2257485584,0.2420408164,0.2620487262,0.282617642,0.3000629282,0.3124485833,0.3213666718,0.3315248661,0.3478755332,0.3719576564,0.4000439715,0.4247075054,0.4390863302,0.4411009579,0.4347213356,0.4273063972,0.4247142496,0.4274075318,0.4300955634,0.4250804887,0.4070738086,0.3764133622,0.3387776325,0.3017689879,0.2706214299,0.2456820793,0.2231048098,0.1981841334,0.1691484928,0.1389620613,0.1139196828,0.0998402858,0.0982419934,0.1049960391,0.1124489227,0.1137651375,0.1067368227,0.0946110682,0.0834797342,0.0781121125,0.079122894,0.0833089916,0.0866304678,0.0874083337,0.087292688,0.0894088279,0.0953431853,0.1034925919,0.1101046578,0.1120985688,0.109327363,0.1044752977,0.1007847956,0.0995784925,0.0996118477,0.0986480943,0.0957343,0.092125523,0.0900754064,0.0906273239,0.0924099023,0.0925372413,0.0888725542,0.0817479514,0.0737194452,0.0676110228,0.0645130514,0.0633733079,0.0624271261,0.0611561656,0.0610248769,0.0642525506,0.071519796,0.0804948747,0.08660501,0.085841774,0.077745134,0.06631915,0.0579169498,0.0572816159,0.0643993532,0.09466926,0.1015533586,0.1031491663,0.0988803028,0.0907682235,0.0827152852,0.0786411093,0.080304041,0.0861522588,0.0921998149,0.0947015498,0.0930389091,0.090748809,0.0935823246,0.1054394713,0.1247322198,0.1438921974,0.1529875153,0.1456844694,0.1238491392,0.0974115723,0.0788627923,0.075423651,0.084076222,0.0934216117,0.0919334352,0.0772511062,0.0593570059,0.053907279,0.0691571086,0.0960398789,0.1108659655,0.0922987816,0.0430305352,0,0.0213964351,0.153223994,0.3939640528,0.6812739177,0.9138617947,1
1,0.8213083782,0.538943942,0.263661583,0.085245146,0.0328194228,0.0727512054,0.1402400761,0.1810397013,0.1773726397,0.1463088505,0.1180004778,0.1120166107,0.1270941127,0.1475093961,0.1577454337,0.1535907222,0.1428753652,0.1375406819,0.1443039817,0.1607194956,0.1784498986,0.1902347313,0.195006552,0.1977106539,0.2046125918,0.2180644995,0.2347390896,0.2484788107,0.2553972492,0.2572740438,0.2606647879,0.2723837554,0.2946921179,0.3236942292,0.352035423,0.3738311263,0.3881956277,0.398904727,0.410684125,0.4251070041,0.4392536451,0.4480651973,0.4484524998,0.441902432,0.433532645,0.4282867143,0.4270921343,0.4257508799,0.4172872409,0.3960965465,0.3612230032,0.316929297,0.2705405454,0.229030097,0.1961980452,0.1716892547,0.1520895633,0.1334164335,0.1137169051,0.0943733536,0.0792855991,0.0722804237,0.0743055637,0.0823114406,0.0907440343,0.0947770639,0.093081438,0.0881644911,0.0840676415,0.0831953384,0.0846873818,0.0854961762,0.0831795901,0.0781006658,0.0732798905,0.0720796796,0.0756184549,0.0819429371,0.087498908,0.0896222326,0.0881145038,0.0849015288,0.0823684627,0.0818360522,0.0831831979,0.0854489065,0.0875139485,0.088258492,0.0864548605,0.0810938087,0.0723438746,0.0623975455,0.0550995493,0.0540308368,0.0600949661,0.0704064988,0.0796029436,0.0829606363,0.0792247509,0.0711119811,0.0631108926,0.058254476,0.0563311237,0.0548405915,0.0517810345,0.0478647578,0.0674844921,0.0742046332,0.0736666626,0.0674250962,0.0609639186,0.0595409696,0.0642574353,0.0712579651,0.0746621813,0.0710592565,0.0622357031,0.0541318592,0.0528406247,0.0606316274,0.0748480145,0.0902174456,0.1024947513,0.1105071074,0.1152429155,0.1172627983,0.1151669433,0.1068339859,0.0924469817,0.0762818111,0.064845212,0.062061066,0.0653474593,0.0666465539,0.0588735766,0.0432346137,0.0306990167,0.0343848331,0.0571469084,0.0845663787,0.0920184686,0.0647327237,0.0179518512,0,0.0698229612,0.258337599,0.5375343947,0.8207540824,0.9997682067,1
1,0.8509905571,0.5867063402,0.3141011589,0.1268834569,0.061667457,0.0906455273,0.1507706351,0.1868471076,0.1803147701,0.1489587058,0.1239573991,0.1242083293,0.1456793687,0.1696741553,0.1799631787,0.1744940929,0.1641280881,0.1617805365,0.1718395298,0.1878444951,0.1989415743,0.1989881172,0.191085698,0.1847002756,0.1883537454,0.2037146242,0.2251764922,0.2445999822,0.2573066654,0.2650231349,0.2740745861,0.2905299218,0.3158449537,0.3458582963,0.3735372792,0.393411159,0.4047130751,0.4113090687,0.4186916694,0.4301828059,0.4448539566,0.4583711085,0.4659411584,0.4651884809,0.4570465283,0.4443488863,0.4294809703,0.4129323206,0.393611882,0.3702809046,0.3427000771,0.3116241133,0.2780042739,0.242505639,0.2060256041,0.1707264086,0.1403116123,0.1187195487,0.1078086862,0.1057695865,0.107790798,0.1088929082,0.1070287744,0.1040738321,0.1037825772,0.1081585964,0.115072918,0.1191379815,0.1153570003,0.1028806453,0.0860687039,0.0720648237,0.066627486,0.0710637072,0.0820821058,0.094225632,0.1029823453,0.1066793695,0.1064539425,0.1048439549,0.104057182,0.1047753764,0.1058873235,0.1051527276,0.1004893054,0.0912930083,0.0790755729,0.0669655497,0.0582685136,0.0549202527,0.0567681481,0.0620318003,0.0684604164,0.0742949555,0.0784743279,0.080276822,0.0790831189,0.0747372368,0.0682477587,0.062000615,0.0588538629,0.0604055096,0.065626034,0.0710894469,0.0730187292,0.0699533866,0.0641263797,0.0602854873,0.0624290771,0.070590036,0.0801050418,0.074810599,0.0587959283,0.0608498292,0.0784843595,0.1017213469,0.1194249757,0.1250892614,0.119041624,0.1068841261,0.0961156697,0.0930222318,0.100703904,0.118072526,0.139699049,0.1570245402,0.161464524,0.148747422,0.1222178797,0.0924172098,0.0720350374,0.0685628559,0.0793652767,0.0931677659,0.0978863084,0.0897559186,0.0766827978,0.0720481648,0.0824318268,0.0988440119,0.1005949049,0.0725289457,0.0249624356,0,0.0540875101,0.2225828056,0.4874060848,0.7714852074,0.9693710917,1
1,0.9264951829,0.6933075692,0.4027088547,0.1692667045,0.0607352436,0.0713368505,0.1400013237,0.1966239231,0.2038930319,0.1699099732,0.129737279,0.1144808649,0.130918573,0.1627129154,0.1871618932,0.1921709897,0.1816231027,0.1683789122,0.1631197991,0.1680799937,0.1787141896,0.1896487214,0.1990978635,0.208794624,0.2208660338,0.2351446796,0.2491254435,0.260064052,0.2671297085,0.2720018038,0.2778347871,0.287585827,0.3027150132,0.3227108031,0.3454393385,0.3681161437,0.3885147018,0.4058030479,0.4204507268,0.4332217649,0.4440482457,0.4518150106,0.4553596545,0.4548142407,0.4519008567,0.448587613,0.4450373055,0.4386552656,0.4253502888,0.4023291875,0.3703603996,0.3337030428,0.2976618184,0.2655639456,0.2373628655,0.2107557688,0.1837679424,0.1567463583,0.1323291363,0.1136110384,0.1020633275,0.0967896066,0.0954951155,0.0961640352,0.0980101829,0.1010732642,0.10509713,0.1089169448,0.1110151896,0.1107449643,0.1090364029,0.1078169907,0.1085167369,0.1108763711,0.1130758809,0.1131214258,0.1103960051,0.1061520309,0.1025785484,0.101195435,0.1018239425,0.1028925327,0.1027670941,0.1009974509,0.0984838674,0.0964942739,0.0954336265,0.0944580002,0.092267368,0.0883553352,0.0835765648,0.0795123648,0.0772392458,0.0766903965,0.0772352736,0.0788487338,0.0824983022,0.0889836484,0.0970184485,0.1024516969,0.0999969541,0.0868470951,0.0656553886,0.0442792999,0.0317842117,0.0330325626,0.0455190698,0.0607803138,0.0695935262,0.0996742683,0.094579618,0.0820077614,0.0687560119,0.0624526953,0.0664210327,0.0774624571,0.088348851,0.093268414,0.0921100165,0.0902916371,0.0943102777,0.1065442039,0.1233254333,0.1375461564,0.1434302305,0.1396642721,0.1289289527,0.1151436963,0.1013674611,0.0898920375,0.0832447856,0.0836516511,0.0904326246,0.0979769722,0.0978144138,0.0850881624,0.0647233632,0.0506759899,0.0559976207,0.0798034713,0.1026631887,0.098266178,0.0570114933,0.0049473597,0,0.1007808883,0.3239023621,0.6184945829,0.8798715994,1
1,0.9182271866,0.6850673619,0.3968906684,0.1610487331,0.0420671476,0.0371677212,0.0922946578,0.1435291034,0.1549935874,0.1310750212,0.1009784703,0.0917362544,0.1099055357,0.1419381893,0.1683234995,0.1783159578,0.174806409,0.1683727132,0.1675026995,0.1730252892,0.1797525456,0.1823315545,0.1799613421,0.1767641479,0.178516909,0.1888251017,0.2073642106,0.230690818,0.2543750222,0.2749143106,0.2906683938,0.3018851243,0.3101855472,0.3177856454,0.326653961,0.3378694329,0.351461177,0.366795326,0.3832163121,0.4004552782,0.4184884393,0.4369461468,0.4545112863,0.4687671576,0.4766857651,0.4755825702,0.4640927082,0.4426665109,0.413296844,0.3786225095,0.3409680608,0.3019574736,0.2629251639,0.2256783606,0.1927728576,0.1667635019,0.1487503622,0.137285944,0.1286571188,0.1186558244,0.104879345,0.0881756102,0.072345559,0.062212807,0.0610135281,0.0683726703,0.0799197264,0.0889806972,0.0898498176,0.0811317667,0.0671446841,0.0560568009,0.0553114755,0.0669067009,0.0856592217,0.1019371988,0.1074031817,0.1001396668,0.0857814221,0.0738709781,0.071804859,0.0802778804,0.0930561623,0.1010315977,0.097813505,0.0833367951,0.0634723158,0.0462703951,0.0374647788,0.0379899832,0.0446312527,0.0528073048,0.0593500514,0.0636009983,0.0666052348,0.0694647822,0.0721848662,0.0736638298,0.0725475274,0.0681912254,0.0611302075,0.0529271176,0.0456084488,0.0409717837,0.0399808802,0.042427489,0.0470079932,0.0823265778,0.0723457148,0.0620248612,0.0587649144,0.0651461156,0.0776488789,0.0891691173,0.093474922,0.0888166434,0.0787072926,0.0696971046,0.0676347528,0.0745907021,0.0880882537,0.1029060207,0.1142179574,0.1200439442,0.1214369278,0.1204108905,0.1173741623,0.1104201214,0.0974756332,0.0797491932,0.0632116559,0.0558220198,0.0616758172,0.0765780626,0.0895237096,0.0903171875,0.0779566049,0.0623614461,0.056388212,0.0634488186,0.0716755173,0.0625415221,0.0306496794,0,0.0204594147,0.140156573,0.3681315203,0.6529146225,0.8963542995,1
1,0.9443432791,0.7176733116,0.4149720382,0.1542119715,0.0162720573,0.0105391522,0.0836619239,0.1610351136,0.1919171303,0.1709910714,0.1280842099,0.0990806682,0.1004669807,0.1231254118,0.1451722225,0.1509412864,0.1416038079,0.1314810279,0.1351901937,0.1563326698,0.1856184496,0.2084855921,0.2156408504,0.2088674369,0.1987585417,0.196961774,0.2088181805,0.2311494321,0.255823483,0.2758206129,0.2894033433,0.2999798879,0.3125262389,0.3296013584,0.3497750005,0.3691993821,0.3847740773,0.3964431817,0.4070573653,0.4200934645,0.4369708802,0.4558183199,0.4724201322,0.4825971708,0.4844321177,0.4789755995,0.4690972975,0.4572777255,0.4437241312,0.4259857245,0.4004152351,0.3647934057,0.3206717225,0.2739072206,0.2326599734,0.2035619911,0.1880962084,0.1815060363,0.1753149138,0.1622974553,0.1409251742,0.1163272222,0.0969388736,0.0889448027,0.0922557239,0.1007769642,0.1067325507,0.1059473843,0.1003626619,0.096118379,0.0987429316,0.1089856864,0.1222138653,0.1316365921,0.1329320711,0.1270313936,0.1192739275,0.1156973353,0.1190556392,0.1271447471,0.1343581026,0.1353176702,0.1282532797,0.1161296008,0.1049715276,0.1004648086,0.1048032893,0.1155103345,0.1268018611,0.1326612129,0.1299206814,0.1197234224,0.1066744386,0.0962493992,0.0919475976,0.0937644232,0.0987555173,0.1032073034,0.1049707419,0.1044831699,0.103944721,0.1053979962,0.1091683392,0.1137358863,0.1169437366,0.1174448182,0.1152597457,0.0653291299,0.0686861231,0.0695492263,0.0679102525,0.0645148222,0.060444953,0.0567941436,0.0545410717,0.0544932835,0.05710927,0.0621865694,0.0686703718,0.0749316492,0.079620904,0.0827022798,0.0858600879,0.0915917317,0.1011351657,0.1125020925,0.1203804448,0.1187914173,0.105371313,0.0843600928,0.0654630225,0.0582591684,0.065379051,0.0795598059,0.087833396,0.0810368076,0.0619632937,0.0449812478,0.0454330558,0.0655394722,0.0884831446,0.0886213397,0.0541452673,0.0066610931,0,0.092313996,0.3049356244,0.5948016906,0.8629476876,1
1,0.9018359659,0.6582400341,0.368816531,0.1402816961,0.0337437327,0.0423131577,0.1087902673,0.1676378273,0.1826541362,0.1588091997,0.1264732797,0.1139386783,0.1284013228,0.1558908942,0.1759438416,0.1778189136,0.1666712506,0.1572027647,0.1613750815,0.1797580371,0.2021061696,0.2156451811,0.2144857208,0.2035492485,0.1947293164,0.1984269419,0.2165197455,0.2415527899,0.2625085138,0.272942907,0.2756521523,0.2804973248,0.2969111872,0.3265099939,0.3612780867,0.3888206122,0.4010007336,0.3997190748,0.3956207959,0.4006553109,0.4198215964,0.4478550418,0.4728763137,0.4840665155,0.4779258421,0.4592042993,0.4366459891,0.417077895,0.4018255428,0.3871625767,0.3676251019,0.3396219355,0.3033436831,0.2624926088,0.2225227893,0.1884049503,0.1627635103,0.1450323598,0.1320434171,0.1199282584,0.1064283824,0.092247623,0.0805188249,0.0746762433,0.0761437106,0.0833593521,0.0926601598,0.1002563935,0.1039409004,0.1036367689,0.100838493,0.0976035528,0.0956611603,0.0958003511,0.09754092,0.0992575184,0.0989796919,0.0956794512,0.0902511677,0.0852754838,0.0834068184,0.0853742084,0.0891492297,0.0911688576,0.0889663489,0.0833334961,0.0782636614,0.0784384908,0.085849921,0.0979203803,0.1085673968,0.1116545826,0.1046005898,0.0897998026,0.0730380246,0.0601253721,0.0540110801,0.0540103412,0.0571205398,0.060106072,0.0609755935,0.0593856114,0.0563576909,0.0537846733,0.0537642008,0.0576197366,0.0649016357,0.0731685134,0.0791207424,0.080618849,0.0781795192,0.0693424903,0.0734566961,0.08082371,0.0868573791,0.0874617967,0.0817240504,0.0729854589,0.0672558337,0.0697006245,0.0814436188,0.0989111261,0.1161964902,0.1286772331,0.1351712506,0.1371476788,0.1360025318,0.1310955159,0.1205824555,0.1044601701,0.0868630545,0.074787422,0.0733745747,0.081366673,0.0911093771,0.0941573928,0.0883904215,0.0801164649,0.0779914207,0.0829907076,0.0840239463,0.0662851234,0.0291707346,0,0.0285302474,0.1590507317,0.3947121995,0.6790637994,0.9125908291,1
1,0.8691603079,0.6059822287,0.3139590872,0.0947972314,0.0007630388,0.0190098785,0.0924649071,0.1593660244,0.1854068058,0.1720255809,0.1424634338,0.1203118348,0.115767901,0.125311464,0.1399673917,0.15327833,0.163593076,0.1715352185,0.1770162884,0.1789727519,0.1774191709,0.1750751209,0.1764996968,0.1852012136,0.2010757599,0.220246045,0.2374382766,0.2491860887,0.2557361813,0.2605941728,0.2682242123,0.2814356596,0.2999681288,0.3209255098,0.3406152572,0.3566348482,0.3690327516,0.3799756114,0.3921976409,0.4071429638,0.4238390979,0.4391308312,0.4491756299,0.4514004682,0.4457912242,0.4346623568,0.4209154067,0.4058341021,0.3879814313,0.3642173592,0.3324058167,0.2939813619,0.2543288597,0.2202770216,0.1961070372,0.1807988026,0.1686519792,0.1531507478,0.1315486562,0.1069454282,0.0862781834,0.0755593788,0.0757295375,0.0820796472,0.0875820649,0.08761162,0.0826257601,0.0770659071,0.0756350087,0.0798982773,0.0875593959,0.0944926665,0.0976180252,0.0964750667,0.0927593351,0.0887278253,0.0859270509,0.0849674656,0.0859762031,0.0889209228,0.0934282063,0.0984201163,0.1021508243,0.1028649786,0.09971532,0.0932925002,0.0853527898,0.0778815841,0.0720890727,0.067978647,0.0647365763,0.0616320638,0.0587640949,0.0570904397,0.0576811677,0.0607218023,0.0650265213,0.0685062521,0.0693723221,0.0673163736,0.0638728558,0.0616595442,0.0628830556,0.0679680857,0.0751436578,0.0812980454,0.0836754191,0.0814569863,0.0762894802,0.0714307286,0.0700323959,0.073618558,0.0816444439,0.0922223625,0.103267755,0.1131119276,0.1202423187,0.12277245,0.089603124,0.0885286833,0.0917516139,0.098806135,0.1079291329,0.117559697,0.1267125533,0.1339098728,0.136099155,0.1294273781,0.1121750766,0.0877574217,0.0647146254,0.0524113129,0.0547719238,0.0668630617,0.0778618467,0.0791181435,0.0711887794,0.0633584949,0.0647135478,0.0736400551,0.0760252876,0.0571478818,0.0207717856,0,0.0465782149,0.199507214,0.4509343996,0.7339985782,0.9463389907,1
1,0.949349742,0.7327188912,0.4423280838,0.1922720527,0.0594396013,0.0501421682,0.1102652491,0.168126389,0.1796469028,0.1475676008,0.1070148497,0.0929413231,0.1146362145,0.1535782569,0.1819802651,0.185091855,0.1702292986,0.1577592902,0.163338879,0.1860503286,0.2108153587,0.221679211,0.2146711001,0.2004250218,0.1954462129,0.2095561696,0.2392013146,0.2710448559,0.2922582015,0.2993945343,0.2996254674,0.3043333237,0.3205354146,0.3464849595,0.3740109418,0.3950475128,0.4071804629,0.4144254196,0.4233255745,0.4377506114,0.4562542727,0.4735444652,0.4845103657,0.4876117687,0.4852414168,0.481092096,0.4767348354,0.470026721,0.4564678464,0.4324335675,0.3979352469,0.3570374624,0.3157990875,0.2792783829,0.2495867608,0.2260042935,0.2066215956,0.1900289772,0.1758571374,0.1641145921,0.1542706766,0.1451181434,0.1356457367,0.1261922436,0.1188283836,0.1164488479,0.1210056173,0.1319648547,0.1460001505,0.1582459792,0.1645655657,0.1636834742,0.157977812,0.1523104098,0.1513241032,0.1566419776,0.1656805661,0.1729671563,0.1733054141,0.1648790264,0.1503680569,0.1354644061,0.1258697496,0.1246828374,0.1315026439,0.1432219051,0.1555397938,0.1643141548,0.1665824879,0.1614791737,0.1509318558,0.1394405821,0.1323316134,0.1329259696,0.1402866152,0.1493579234,0.1538838949,0.1504019186,0.1405648095,0.1300761405,0.1249804183,0.1280206463,0.137649109,0.1501137111,0.1625869301,0.1745803082,0.1865135462,0.1969452526,0.2013850219,0.194479739,0.1744372369,0.1461487365,0.1197835344,0.1048851254,0.1039459623,0.1107489215,0.1156676646,0.1143531774,0.1123832073,0.1205287193,0.1429226081,0.1680179864,0.1727430155,0.1412228487,0.0863558239,0.0559146086,0.1121093196,0.1144268401,0.1024528489,0.0850912206,0.0680468104,0.0579565912,0.0581346601,0.0656016185,0.0724691083,0.071777454,0.0637613194,0.0568215024,0.0606797702,0.0759012744,0.0890037262,0.0804379234,0.0433118077,0,0.0008669501,0.0990341792,0.3126775179,0.5993075399,0.8635182341,1
